学校コード,学校種,都道府県番号,設置区分,本分校,学校名,学校所在地,郵便番号,属性情報設定年月日,属性情報廃止年月日,旧学校調査番号,移行後の学校コード
A209310000938,A2(こども),09(栃木),3(私),1(本),ひじり認定こども園,栃木県宇都宮市下反町町３０４,3210122,2020-12-22 00:00:00,,09A193,
A209310000947,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園足利めぐみ幼稚園,栃木県足利市小俣町６６０－４,3260141,2020-12-22 00:00:00,,09A194,
A209310000956,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園矢場川幼稚園,栃木県足利市里矢場町２２６１－１,3260835,2020-12-22 00:00:00,,09A195,
A209310000965,A2(こども),09(栃木),3(私),1(本),認定こども園鹿沼みどり幼稚園,栃木県鹿沼市幸町２－４６,3220023,2020-12-22 00:00:00,,09A196,
A209310000974,A2(こども),09(栃木),3(私),1(本),認定こども園聖ヨゼフ幼稚園,栃木県日光市瀬川１９９,3211263,2020-12-22 00:00:00,,09A197,
A209310000983,A2(こども),09(栃木),3(私),1(本),認定こども園栗の実,栃木県小山市神鳥谷１－５－１１,3230034,2020-12-22 00:00:00,,09A198,
A209310000992,A2(こども),09(栃木),3(私),1(本),認定こども園にしだ幼稚園,栃木県真岡市飯貝１７８,3214405,2020-12-22 00:00:00,,09A199,
A209310001009,A2(こども),09(栃木),3(私),1(本),認定こども園すみれ幼稚園,栃木県矢板市末広町２－１,3292162,2020-12-22 00:00:00,,09A200,
A209310001018,A2(こども),09(栃木),3(私),1(本),やいたこども園,栃木県矢板市本町８－１３,3292164,2020-12-22 00:00:00,,09A201,
A209310001027,A2(こども),09(栃木),3(私),1(本),認定こども園野ばら幼稚園,栃木県下野市中大領３８６,3290515,2020-12-22 00:00:00,,09A202,
A209310001036,A2(こども),09(栃木),3(私),1(本),認定こども園薬師寺幼稚園,栃木県下野市薬師寺１５８４－２,3290431,2020-12-22 00:00:00,,09A203,
A209310001045,A2(こども),09(栃木),3(私),1(本),認定こども園伊東文化幼稚園,栃木県宇都宮市下砥上町１３９９,3200852,2020-12-22 00:00:00,,09A204,
A209310001054,A2(こども),09(栃木),3(私),1(本),認定こども園静林幼稚園,栃木県小山市喜沢１９９,3230014,2020-12-22 00:00:00,,09A205,
A209310001063,A2(こども),09(栃木),3(私),1(本),認定こども園せいほう幼稚園,栃木県小山市中久喜１２２１－１,3230806,2020-12-22 00:00:00,,09A206,
A209310001072,A2(こども),09(栃木),3(私),1(本),認定こども園氏家幼稚園,栃木県さくら市櫻野１７４５,3291312,2020-12-22 00:00:00,,09A207,
A209310001081,A2(こども),09(栃木),3(私),1(本),茂木中央認定こども園,栃木県芳賀郡茂木町増井２４－１,3213564,2020-12-22 00:00:00,,09A208,
A209310001090,A2(こども),09(栃木),3(私),1(本),赤羽認定こども園,栃木県芳賀郡市貝町赤羽２６３４－２,3213426,2020-12-22 00:00:00,,09A209,
A209310001107,A2(こども),09(栃木),3(私),1(本),かみねの森認定こども園,栃木県芳賀郡市貝町上根４４９－７,3213424,2020-12-22 00:00:00,,09A210,
A209310001116,A2(こども),09(栃木),3(私),1(本),幼保連携型認定こども園メリーランド保育園,栃木県下都賀郡壬生町大字下稲葉３４３－１,3210237,2020-12-22 00:00:00,,09A211,
A209310001125,A2(こども),09(栃木),3(私),1(本),認定こども園聖幼稚園,栃木県宇都宮市末広１－２－８,3210144,2021-05-27 00:00:00,,09A212,
A209310001134,A2(こども),09(栃木),3(私),1(本),認定こども園陽南幼稚園,栃木県宇都宮市江曽島町１２５８－６,3210102,2021-05-27 00:00:00,,09A213,
A209310001143,A2(こども),09(栃木),3(私),1(本),認定おおぞらこども園,栃木県鹿沼市口粟野１３９７－１,3220305,2021-05-27 00:00:00,,09A214,
A209310001152,A2(こども),09(栃木),3(私),1(本),はねかわ太陽認定こども園,栃木県小山市羽川１９０－７,3230012,2021-05-27 00:00:00,,09A215,
A209310001161,A2(こども),09(栃木),3(私),1(本),認定こども園ふたば幼稚園,栃木県大田原市元町１－１－３６,3240053,2021-05-27 00:00:00,,09A216,
A209310001170,A2(こども),09(栃木),3(私),1(本),認定こども園静和幼稚園,栃木県宇都宮市簗瀬１－４－３,3210934,2022-05-01 00:00:00,,,
A209310001189,A2(こども),09(栃木),3(私),1(本),認定こども園ひまわり幼稚園,栃木県小山市横倉新田２８７－２,3230819,2022-05-01 00:00:00,,,
A209310001198,A2(こども),09(栃木),3(私),1(本),認定こども園楠エンゼル幼稚園,栃木県小山市犬塚３－１４－２,3230811,2022-05-01 00:00:00,,,
A209310001205,A2(こども),09(栃木),3(私),1(本),ほうとく認定こども園,栃木県宇都宮市上戸祭町３１３０－５,3200051,2022-05-01 00:00:00,,,
A209310001214,A2(こども),09(栃木),3(私),2(分),認定こども園薬師寺幼稚園分園,栃木県下野市下古山３－１２－２８,3290502,2022-05-01 00:00:00,,,
B109110000012,B1(小学校),09(栃木),1(国),1(本),宇都宮大学共同教育学部附属小学校,栃木県宇都宮市松原１－７－３８,3208538,2020-12-22 00:00:00,,090001,
B109210000010,B1(小学校),09(栃木),2(公),1(本),宇都宮市立中央小学校,栃木県宇都宮市中央本町１－２９,3200805,2020-12-22 00:00:00,,090011,
B109210000029,B1(小学校),09(栃木),2(公),1(本),宇都宮市立東小学校,栃木県宇都宮市東塙田１－６－１４,3200021,2020-12-22 00:00:00,,090012,
B109210000038,B1(小学校),09(栃木),2(公),1(本),宇都宮市立西小学校,栃木県宇都宮市西１－２－１３,3200861,2020-12-22 00:00:00,,090013,
B109210000047,B1(小学校),09(栃木),2(公),1(本),宇都宮市立簗瀬小学校,栃木県宇都宮市南大通り２－６－６,3210963,2020-12-22 00:00:00,,090014,
B109210000056,B1(小学校),09(栃木),2(公),1(本),宇都宮市立西原小学校,栃木県宇都宮市西原２丁目５－４２,3200862,2020-12-22 00:00:00,,090015,
B109210000065,B1(小学校),09(栃木),2(公),1(本),宇都宮市立戸祭小学校,栃木県宇都宮市戸祭１ー１０ー２５,3200056,2020-12-22 00:00:00,,090016,
B109210000074,B1(小学校),09(栃木),2(公),1(本),宇都宮市立今泉小学校,栃木県宇都宮市元今泉１－７－２９,3210954,2020-12-22 00:00:00,,090017,
B109210000083,B1(小学校),09(栃木),2(公),1(本),宇都宮市立昭和小学校,栃木県宇都宮市戸祭元町１－１５,3200031,2020-12-22 00:00:00,,090018,
B109210000092,B1(小学校),09(栃木),2(公),1(本),宇都宮市立陽南小学校,栃木県宇都宮市大和１－１０－１５,3210162,2020-12-22 00:00:00,,090019,
B109210000109,B1(小学校),09(栃木),2(公),1(本),宇都宮市立桜小学校,栃木県宇都宮市桜３丁目２番２２号,3200043,2020-12-22 00:00:00,,090020,
B109210000118,B1(小学校),09(栃木),2(公),1(本),宇都宮市立錦小学校,栃木県宇都宮市錦２－７－１５,3210967,2020-12-22 00:00:00,,090021,
B109210000127,B1(小学校),09(栃木),2(公),1(本),宇都宮市立細谷小学校,栃木県宇都宮市細谷１－４－３８,3200073,2020-12-22 00:00:00,,090022,
B109210000136,B1(小学校),09(栃木),2(公),1(本),宇都宮市立峰小学校,栃木県宇都宮市峰３－２０－１７,3210942,2020-12-22 00:00:00,,090023,
B109210000145,B1(小学校),09(栃木),2(公),1(本),宇都宮市立富士見小学校,栃木県宇都宮市鶴田町２７０８－３,3200851,2020-12-22 00:00:00,,090024,
B109210000154,B1(小学校),09(栃木),2(公),1(本),宇都宮市立泉が丘小学校,栃木県宇都宮市泉が丘７－１２－１４,3210952,2020-12-22 00:00:00,,090025,
B109210000163,B1(小学校),09(栃木),2(公),1(本),宇都宮市立平石中央小学校,栃木県宇都宮市下平出町４７９,3210903,2020-12-22 00:00:00,,090027,
B109210000172,B1(小学校),09(栃木),2(公),1(本),宇都宮市立平石北小学校,栃木県宇都宮市平出町１８０４,3210901,2020-12-22 00:00:00,,090028,
B109210000181,B1(小学校),09(栃木),2(公),1(本),宇都宮市立清原中央小学校,栃木県宇都宮市道場宿町８４８,3213237,2020-12-22 00:00:00,,090029,
B109210000190,B1(小学校),09(栃木),2(公),1(本),宇都宮市立清原南小学校,栃木県宇都宮市上籠谷町１４０１,3213233,2020-12-22 00:00:00,,090030,
B109210000207,B1(小学校),09(栃木),2(公),1(本),宇都宮市立清原北小学校,栃木県宇都宮市板戸町１７６５番地,3213221,2020-12-22 00:00:00,,090031,
B109210000216,B1(小学校),09(栃木),2(公),1(本),宇都宮市立清原東小学校,栃木県宇都宮市氷室町１７１３－１,3213232,2020-12-22 00:00:00,,090032,
B109210000225,B1(小学校),09(栃木),2(公),1(本),宇都宮市立横川中央小学校,栃木県宇都宮市屋板町１０７２,3210112,2020-12-22 00:00:00,,090033,
B109210000234,B1(小学校),09(栃木),2(公),1(本),宇都宮市立横川東小学校,栃木県宇都宮市下栗町９６３,3210923,2020-12-22 00:00:00,,090034,
B109210000243,B1(小学校),09(栃木),2(公),1(本),宇都宮市立横川西小学校,栃木県宇都宮市上横田町８５０,3210106,2020-12-22 00:00:00,,090035,
B109210000252,B1(小学校),09(栃木),2(公),1(本),宇都宮市立瑞穂野北小学校,栃木県宇都宮市下桑島町４６５,3210914,2020-12-22 00:00:00,,090036,
B109210000261,B1(小学校),09(栃木),2(公),1(本),宇都宮市立瑞穂野南小学校,栃木県宇都宮市西刑部町４４４,3210917,2020-12-22 00:00:00,,090037,
B109210000270,B1(小学校),09(栃木),2(公),1(本),宇都宮市立豊郷中央小学校,栃木県宇都宮市関堀町３３７,3210975,2020-12-22 00:00:00,,090038,
B109210000289,B1(小学校),09(栃木),2(公),1(本),宇都宮市立豊郷南小学校,栃木県宇都宮市竹林町５３２,3210974,2020-12-22 00:00:00,,090039,
B109210000298,B1(小学校),09(栃木),2(公),1(本),宇都宮市立豊郷北小学校,栃木県宇都宮市横山町４１１－３,3200001,2020-12-22 00:00:00,,090040,
B109210000305,B1(小学校),09(栃木),2(公),1(本),宇都宮市立国本中央小学校,栃木県宇都宮市宝木本町１８６４－１,3200075,2020-12-22 00:00:00,,090041,
B109210000314,B1(小学校),09(栃木),2(公),1(本),宇都宮市立国本西小学校,栃木県宇都宮市新里町丁２９２,3212118,2020-12-22 00:00:00,,090042,
B109210000323,B1(小学校),09(栃木),2(公),1(本),宇都宮市立城山中央小学校,栃木県宇都宮市大谷町１４０２,3210345,2020-12-22 00:00:00,,090043,
B109210000332,B1(小学校),09(栃木),2(公),1(本),宇都宮市立明保小学校,栃木県宇都宮市下荒針町３４５６－２,3210346,2020-12-22 00:00:00,,090044,
B109210000341,B1(小学校),09(栃木),2(公),1(本),宇都宮市立城山西小学校,栃木県宇都宮市古賀志町５８３,3210341,2020-12-22 00:00:00,,090045,
B109210000350,B1(小学校),09(栃木),2(公),1(本),宇都宮市立城山東小学校,栃木県宇都宮市駒生町２３６０,3200065,2020-12-22 00:00:00,,090046,
B109210000369,B1(小学校),09(栃木),2(公),1(本),宇都宮市立富屋小学校,栃木県宇都宮市徳次郎町６６－１,3212116,2020-12-22 00:00:00,,090047,
B109210000378,B1(小学校),09(栃木),2(公),1(本),宇都宮市立篠井小学校,栃木県宇都宮市下小池町５６９－３７,3212105,2020-12-22 00:00:00,,090048,
B109210000387,B1(小学校),09(栃木),2(公),1(本),宇都宮市立姿川中央小学校,栃木県宇都宮市下砥上町１２１,3200852,2020-12-22 00:00:00,,090049,
B109210000396,B1(小学校),09(栃木),2(公),1(本),宇都宮市立姿川第一小学校,栃木県宇都宮市西川田本町３－１１－１５,3210158,2020-12-22 00:00:00,,090050,
B109210000403,B1(小学校),09(栃木),2(公),1(本),宇都宮市立姿川第二小学校,栃木県宇都宮市砥上町５２,3200856,2020-12-22 00:00:00,,090051,
B109210000412,B1(小学校),09(栃木),2(公),1(本),宇都宮市立雀宮中央小学校,栃木県宇都宮市雀の宮３－１０－１３,3210132,2020-12-22 00:00:00,,090052,
B109210000421,B1(小学校),09(栃木),2(公),1(本),宇都宮市立雀宮東小学校,栃木県宇都宮市下反町町２５６－１,3210122,2020-12-22 00:00:00,,090053,
B109210000430,B1(小学校),09(栃木),2(公),1(本),宇都宮市立雀宮南小学校,栃木県宇都宮市南町３－３,3210142,2020-12-22 00:00:00,,090054,
B109210000449,B1(小学校),09(栃木),2(公),1(本),宇都宮市立緑が丘小学校,栃木県宇都宮市緑３－３－１２,3210165,2020-12-22 00:00:00,,090055,
B109210000458,B1(小学校),09(栃木),2(公),1(本),宇都宮市立宮の原小学校,栃木県宇都宮市宮原４－１－１４,3200835,2020-12-22 00:00:00,,090056,
B109210000467,B1(小学校),09(栃木),2(公),1(本),宇都宮市立御幸小学校,栃木県宇都宮市御幸本町４６３８－１,3210983,2020-12-22 00:00:00,,090057,
B109210000476,B1(小学校),09(栃木),2(公),1(本),宇都宮市立宝木小学校,栃木県宇都宮市駒生３３６４－２９,3200065,2020-12-22 00:00:00,,090058,
B109210000485,B1(小学校),09(栃木),2(公),1(本),宇都宮市立城東小学校,栃木県宇都宮市簗瀬町３６０,3210933,2020-12-22 00:00:00,,090059,
B109210000494,B1(小学校),09(栃木),2(公),1(本),宇都宮市立陽東小学校,栃木県宇都宮市陽東２－１６－３６,3210904,2020-12-22 00:00:00,,090060,
B109210000500,B1(小学校),09(栃木),2(公),1(本),宇都宮市立海道小学校,栃木県宇都宮市海道町３５－１,3210971,2020-12-22 00:00:00,,090061,
B109210000519,B1(小学校),09(栃木),2(公),1(本),宇都宮市立石井小学校,栃木県宇都宮市石井町１２１３,3210912,2020-12-22 00:00:00,,090063,
B109210000528,B1(小学校),09(栃木),2(公),1(本),宇都宮市立御幸が原小学校,栃木県宇都宮市御幸ヶ原町５３－２,3210982,2020-12-22 00:00:00,,090064,
B109210000537,B1(小学校),09(栃木),2(公),1(本),宇都宮市立五代小学校,栃木県宇都宮市五代２－２２－３３,3210135,2020-12-22 00:00:00,,090065,
B109210000546,B1(小学校),09(栃木),2(公),1(本),宇都宮市立陽光小学校,栃木県宇都宮市緑５ー３ー１６,3210165,2020-12-22 00:00:00,,090066,
B109210000555,B1(小学校),09(栃木),2(公),1(本),宇都宮市立瑞穂台小学校,栃木県宇都宮市瑞穂１－２２,3210921,2020-12-22 00:00:00,,090067,
B109210000564,B1(小学校),09(栃木),2(公),1(本),宇都宮市立晃宝小学校,栃木県宇都宮市宝木本町１２６３－１,3200075,2020-12-22 00:00:00,,090068,
B109210000573,B1(小学校),09(栃木),2(公),1(本),宇都宮市立新田小学校,栃木県宇都宮市針ヶ谷１－１８－２１,3210137,2020-12-22 00:00:00,,090069,
B109210000582,B1(小学校),09(栃木),2(公),1(本),宇都宮市立西が岡小学校,栃木県宇都宮市宝木２－１０７５－１２,3200061,2020-12-22 00:00:00,,090070,
B109210000591,B1(小学校),09(栃木),2(公),1(本),宇都宮市立上戸祭小学校,栃木県宇都宮市上戸祭町２７１－１,3200051,2020-12-22 00:00:00,,090071,
B109210000608,B1(小学校),09(栃木),2(公),1(本),足利市立毛野小学校,栃木県足利市大久保町１５００,3260012,2020-12-22 00:00:00,,090087,
B109210000617,B1(小学校),09(栃木),2(公),1(本),足利市立山辺小学校,栃木県足利市八幡町３８６,3260824,2020-12-22 00:00:00,,090088,
B109210000626,B1(小学校),09(栃木),2(公),1(本),足利市立三重小学校,栃木県足利市五十部１０６０,3260843,2020-12-22 00:00:00,,090089,
B109210000635,B1(小学校),09(栃木),2(公),1(本),足利市立山前小学校,栃木県足利市山下町１２９７,3260846,2020-12-22 00:00:00,,090090,
B109210000644,B1(小学校),09(栃木),2(公),1(本),足利市立北郷小学校,栃木県足利市田島町１,3260061,2020-12-22 00:00:00,,090091,
B109210000653,B1(小学校),09(栃木),2(公),1(本),足利市立大月小学校,栃木県足利市大月町１０８９,3260005,2020-12-22 00:00:00,,090092,
B109210000662,B1(小学校),09(栃木),2(公),1(本),足利市立名草小学校,栃木県足利市名草中町１１５１－１,3260002,2020-12-22 00:00:00,,090093,
B109210000671,B1(小学校),09(栃木),2(公),1(本),足利市立富田小学校,栃木県足利市駒場町６２５,3294217,2020-12-22 00:00:00,,090094,
B109210000680,B1(小学校),09(栃木),2(公),1(本),足利市立矢場川小学校,栃木県足利市里矢場町１９９８,3260835,2020-12-22 00:00:00,,090095,
B109210000699,B1(小学校),09(栃木),2(公),1(本),足利市立梁田小学校,栃木県足利市福富町３９２－２,3260331,2020-12-22 00:00:00,,090096,
B109210000706,B1(小学校),09(栃木),2(公),1(本),足利市立久野小学校,栃木県足利市久保田町２１６,3260324,2020-12-22 00:00:00,,090097,
B109210000715,B1(小学校),09(栃木),2(公),1(本),足利市立筑波小学校,栃木県足利市小曽根町５１７,3260326,2020-12-22 00:00:00,,090098,
B109210000724,B1(小学校),09(栃木),2(公),1(本),足利市立御厨小学校,栃木県足利市福居町１９,3260338,2020-12-22 00:00:00,,090099,
B109210000733,B1(小学校),09(栃木),2(公),1(本),足利市立葉鹿小学校,栃木県足利市葉鹿町１－１４－２,3260143,2020-12-22 00:00:00,,090102,
B109210000742,B1(小学校),09(栃木),2(公),1(本),足利市立小俣小学校,栃木県足利市小俣町６７０－１,3260141,2020-12-22 00:00:00,,090103,
B109210000751,B1(小学校),09(栃木),2(公),1(本),足利市立南小学校,栃木県足利市堀込町２７１９,3260831,2020-12-22 00:00:00,,090105,
B109210000760,B1(小学校),09(栃木),2(公),1(本),足利市立毛野南小学校,栃木県足利市常見町１－４,3260022,2020-12-22 00:00:00,,090106,
B109210000779,B1(小学校),09(栃木),2(公),1(本),足利市立けやき小学校,栃木県足利市柳原町８６１,3260806,2020-12-22 00:00:00,,090108,
B109210000788,B1(小学校),09(栃木),2(公),1(本),足利市立青葉小学校,栃木県足利市大橋町１丁目２００７－１,3260051,2020-12-22 00:00:00,,090109,
B109210000797,B1(小学校),09(栃木),2(公),1(本),足利市立東山小学校,栃木県足利市助戸仲町８０６,3260043,2020-12-22 00:00:00,,090110,
B109210000804,B1(小学校),09(栃木),2(公),1(本),足利市立桜小学校,栃木県足利市千歳町８９,3260045,2020-12-22 00:00:00,,090114,
B109210000813,B1(小学校),09(栃木),2(公),1(本),足利市立坂西北小学校,栃木県足利市板倉町６６９,3260102,2020-12-22 00:00:00,,090115,
B109210000822,B1(小学校),09(栃木),2(公),1(本),栃木市立栃木第三小学校,栃木県栃木市小平町１３－３９,3280073,2020-12-22 00:00:00,,090133,
B109210000831,B1(小学校),09(栃木),2(公),1(本),栃木市立栃木第四小学校,栃木県栃木市城内町１－３－１５,3280033,2020-12-22 00:00:00,,090134,
B109210000840,B1(小学校),09(栃木),2(公),1(本),栃木市立栃木第五小学校,栃木県栃木市薗部町２－７－２５,3280074,2020-12-22 00:00:00,,090135,
B109210000859,B1(小学校),09(栃木),2(公),1(本),栃木市立大宮南小学校,栃木県栃木市藤田町１３５－２,3280026,2020-12-22 00:00:00,,090136,
B109210000868,B1(小学校),09(栃木),2(公),1(本),栃木市立大宮北小学校,栃木県栃木市大宮町１７７７－１,3280011,2020-12-22 00:00:00,,090137,
B109210000877,B1(小学校),09(栃木),2(公),1(本),栃木県栃木市立吹上小学校,栃木県栃木市吹上町１１５,3280125,2020-12-22 00:00:00,,090140,
B109210000886,B1(小学校),09(栃木),2(公),1(本),栃木市立千塚小学校,栃木県栃木市大森町１９６,3280133,2020-12-22 00:00:00,,090141,
B109210000895,B1(小学校),09(栃木),2(公),1(本),栃木市立国府南小学校,栃木県栃木市寄居町９４９－３,3280005,2020-12-22 00:00:00,,090145,
B109210000902,B1(小学校),09(栃木),2(公),1(本),栃木市立国府北小学校,栃木県栃木市大塚町１２７８,3280007,2020-12-22 00:00:00,,090146,
B109210000911,B1(小学校),09(栃木),2(公),1(本),栃木市立南小学校,栃木県栃木市沼和田町３８－１０,3280042,2020-12-22 00:00:00,,090147,
B109210000920,B1(小学校),09(栃木),2(公),1(本),栃木市立皆川城東小学校,栃木県栃木市皆川城内町４８６,3280067,2020-12-22 00:00:00,,090148,
B109210000939,B1(小学校),09(栃木),2(公),1(本),栃木市立栃木中央小学校,栃木県栃木市入舟町１３－３,3280016,2020-12-22 00:00:00,,090149,
B109210000948,B1(小学校),09(栃木),2(公),1(本),佐野市立佐野小学校,栃木県佐野市金屋下町１０番地,3270025,2020-12-22 00:00:00,,090161,
B109210000957,B1(小学校),09(栃木),2(公),1(本),佐野市立天明小学校,栃木県佐野市大祝町２３１１,3270016,2020-12-22 00:00:00,,090162,
B109210000966,B1(小学校),09(栃木),2(公),1(本),佐野市立植野小学校,栃木県佐野市植上町１２７２,3270832,2020-12-22 00:00:00,,090163,
B109210000975,B1(小学校),09(栃木),2(公),1(本),佐野市立界小学校,栃木県佐野市馬門町１５３９,3270824,2020-12-22 00:00:00,,090164,
B109210000984,B1(小学校),09(栃木),2(公),1(本),佐野市立犬伏小学校,栃木県佐野市犬伏下町１９８３,3270804,2020-12-22 00:00:00,,090165,
B109210000993,B1(小学校),09(栃木),2(公),1(本),佐野市立城北小学校,栃木県佐野市堀米町１１５６,3270843,2020-12-22 00:00:00,,090166,
B109210001000,B1(小学校),09(栃木),2(公),1(本),佐野市立旗川小学校,栃木県佐野市並木町９６４,3270002,2020-12-22 00:00:00,,090167,
B109210001019,B1(小学校),09(栃木),2(公),1(本),佐野市立吾妻小学校,栃木県佐野市上羽田町１３６９－１,3270042,2020-12-22 00:00:00,,090169,
B109210001028,B1(小学校),09(栃木),2(公),1(本),佐野市立赤見小学校,栃木県佐野市赤見町３２２９,3270104,2020-12-22 00:00:00,,090170,
B109210001037,B1(小学校),09(栃木),2(公),1(本),佐野市立石塚小学校,栃木県佐野市石塚町１４０８－２,3270103,2020-12-22 00:00:00,,090171,
B109210001046,B1(小学校),09(栃木),2(公),1(本),佐野市立出流原小学校,栃木県佐野市出流原町１０３８－１,3270102,2020-12-22 00:00:00,,090172,
B109210001055,B1(小学校),09(栃木),2(公),1(本),佐野市立犬伏東小学校,栃木県佐野市伊勢山町１５３４,3270817,2020-12-22 00:00:00,,090173,
B109210001064,B1(小学校),09(栃木),2(公),1(本),鹿沼市立中央小学校,栃木県鹿沼市今宮町１６２４,3220068,2020-12-22 00:00:00,,090191,
B109210001073,B1(小学校),09(栃木),2(公),1(本),鹿沼市立東小学校,栃木県鹿沼市東末広町１０８２,3220039,2020-12-22 00:00:00,,090192,
B109210001082,B1(小学校),09(栃木),2(公),1(本),鹿沼市立北小学校,栃木県鹿沼市泉町２４５７,3220062,2020-12-22 00:00:00,,090193,
B109210001091,B1(小学校),09(栃木),2(公),1(本),鹿沼市立菊沢東小学校,栃木県鹿沼市仁神堂町５３０,3220003,2020-12-22 00:00:00,,090194,
B109210001108,B1(小学校),09(栃木),2(公),1(本),鹿沼市立菊沢西小学校,栃木県鹿沼市見野７５,3220071,2020-12-22 00:00:00,,090195,
B109210001117,B1(小学校),09(栃木),2(公),1(本),鹿沼市立石川小学校,栃木県鹿沼市上石川１３４４,3220015,2020-12-22 00:00:00,,090196,
B109210001126,B1(小学校),09(栃木),2(公),1(本),鹿沼市立津田小学校,栃木県鹿沼市深津１３９０,3220013,2020-12-22 00:00:00,,090197,
B109210001135,B1(小学校),09(栃木),2(公),1(本),鹿沼市立池ノ森小学校,栃木県鹿沼市池ノ森７５７－１,3220018,2020-12-22 00:00:00,,090198,
B109210001144,B1(小学校),09(栃木),2(公),1(本),鹿沼市立北押原小学校,栃木県鹿沼市樅山町８２,3220046,2020-12-22 00:00:00,,090200,
B109210001153,B1(小学校),09(栃木),2(公),1(本),鹿沼市立加園小学校,栃木県鹿沼市加園２８００,3220252,2020-12-22 00:00:00,,090201,
B109210001162,B1(小学校),09(栃木),2(公),1(本),鹿沼市立板荷小学校,栃木県鹿沼市板荷２７７５,3211111,2020-12-22 00:00:00,,090209,
B109210001171,B1(小学校),09(栃木),2(公),1(本),鹿沼市立南摩小学校,栃木県鹿沼市油田町１０００,3220342,2020-12-22 00:00:00,,090210,
B109210001180,B1(小学校),09(栃木),2(公),1(本),鹿沼市立上南摩小学校,栃木県鹿沼市上南摩町７３２番地,3220346,2020-12-22 00:00:00,,090211,
B109210001199,B1(小学校),09(栃木),2(公),1(本),鹿沼市立南押原小学校,栃木県鹿沼市磯町１１７,3220536,2020-12-22 00:00:00,,090213,
B109210001206,B1(小学校),09(栃木),2(公),1(本),鹿沼市立楡木小学校,栃木県鹿沼市楡木町７０－２,3220526,2020-12-22 00:00:00,,090214,
B109210001215,B1(小学校),09(栃木),2(公),1(本),鹿沼市立西小学校,栃木県鹿沼市上日向６０６,3220076,2020-12-22 00:00:00,,090216,
B109210001224,B1(小学校),09(栃木),2(公),1(本),鹿沼市立さつきが丘小学校,栃木県鹿沼市茂呂１０８６－５,3220026,2020-12-22 00:00:00,,090218,
B109210001233,B1(小学校),09(栃木),2(公),1(本),鹿沼市立みなみ小学校,栃木県鹿沼市南上野町５０３,3220531,2020-12-22 00:00:00,,090219,
B109210001242,B1(小学校),09(栃木),2(公),1(本),鹿沼市立みどりが丘小学校,栃木県鹿沼市西茂呂３－７－１９,3220029,2020-12-22 00:00:00,,090220,
B109210001251,B1(小学校),09(栃木),2(公),1(本),日光市立日光小学校,栃木県日光市萩垣面２３９０－２,3211414,2020-12-22 00:00:00,,090231,
B109210001260,B1(小学校),09(栃木),2(公),1(本),日光市立清滝小学校,栃木県日光市清滝２－１０－１,3211444,2020-12-22 00:00:00,,090232,
B109210001279,B1(小学校),09(栃木),2(公),1(本),日光市立中宮祠小学校,栃木県日光市中宮祠２４７８,3211661,2020-12-22 00:00:00,,090235,
B109210001288,B1(小学校),09(栃木),2(公),1(本),日光市立小来川小学校,栃木県日光市中小来川２８１７,3211354,2020-12-22 00:00:00,,090237,
B109210001297,B1(小学校),09(栃木),2(公),1(本),日光市立安良沢小学校,栃木県日光市久次良町１７７７,3211436,2020-12-22 00:00:00,,090238,
B109210001304,B1(小学校),09(栃木),2(公),1(本),日光市立今市小学校,栃木県日光市今市５３１,3211261,2020-12-22 00:00:00,,090251,
B109210001313,B1(小学校),09(栃木),2(公),1(本),日光市立今市第二小学校,栃木県日光市瀬川２２７,3211263,2020-12-22 00:00:00,,090252,
B109210001322,B1(小学校),09(栃木),2(公),1(本),日光市立落合東小学校,栃木県日光市文挾町１０６,3211105,2020-12-22 00:00:00,,090254,
B109210001331,B1(小学校),09(栃木),2(公),1(本),日光市立落合西小学校,栃木県日光市長畑５２２－２,3211108,2020-12-22 00:00:00,,090255,
B109210001340,B1(小学校),09(栃木),2(公),1(本),日光市立大桑小学校,栃木県日光市大桑町１７９,3212411,2020-12-22 00:00:00,,090256,
B109210001359,B1(小学校),09(栃木),2(公),1(本),日光市立轟小学校,栃木県日光市轟５３,3212404,2020-12-22 00:00:00,,090257,
B109210001377,B1(小学校),09(栃木),2(公),1(本),日光市立大沢小学校,栃木県日光市大沢町９７番地,3212341,2020-12-22 00:00:00,,090259,
B109210001386,B1(小学校),09(栃木),2(公),1(本),日光市立大室小学校,栃木県日光市大室３５６,3212332,2020-12-22 00:00:00,,090260,
B109210001395,B1(小学校),09(栃木),2(公),1(本),日光市立猪倉小学校,栃木県日光市猪倉３３１４,3212344,2020-12-22 00:00:00,,090261,
B109210001402,B1(小学校),09(栃木),2(公),1(本),日光市立小林小学校,栃木県日光市小林２７０８,3212352,2020-12-22 00:00:00,,090262,
B109210001411,B1(小学校),09(栃木),2(公),1(本),日光市立今市第三小学校,栃木県日光市今市本町１８－１,3211272,2020-12-22 00:00:00,,090263,
B109210001420,B1(小学校),09(栃木),2(公),1(本),日光市立南原小学校,栃木県日光市土沢４６０,3211274,2020-12-22 00:00:00,,090264,
B109210001439,B1(小学校),09(栃木),2(公),1(本),小山市立小山第一小学校,栃木県小山市宮本町１－３－１,3230024,2020-12-22 00:00:00,,090281,
